9 1597 4 42 19 2015 25411
8 15 4 90 14 2009 44208
5 1713 5 106 6 1998 60586
11 0 4 100 18 1995 75780
13 0 3 51 6 1989 61728
11 1115 2 81 38 1998 81194
3 401 4 85 6 2000 49036
4 564 1 33 6 1994 68656
12 0 5 137 6 1999 56867
2 1424 2 52 6 1997 51770
13 0 3 61 6 1995 60886
13 0 3 67 6 1995 62987
1 0 5 133 11 2003 67669
12 102 7 184 11 2003 81164
13 0 2 38 6 1989 60036
15 1604 3 55 19 2000 23465
7 0 5 123 20 1998 68692
15 0 4 87 6 2000 27586
3 1695 1 68 16 2000 17441
1 0 3 51 6 1995 62989
4 1217 2 45 7 1997 66046
9 973 6 139 18 2011 56115
12 0 2 42 6 1990 60875
5 463 3 47 6 1983 60479
11 86 2 67 7 2004 97000
8 0 2 46 19 2000 32608
7 0 5 142 26 1996 65315
2 1024 3 78 6 1994 52101
6 0 2 50 6 1999 65000
7 0 4 100 24 1994 55799
14 163 4 66 6 1994 31990
8 2 6 174 4 2003 50149
8 1609 5 118 17 2008 52574
12 0 5 132 4 2000 58743
9 0 3 69 22 2011 48001
14 0 5 98 13 2014 40444
2 1152 3 61 6 2000 50595
4 0 4 102 24 1996 74255
14 957 7 345 6 2008 43411
12 0 3 46 7 1997 88514
14 0 7 129 5 2001 35175
7 0 5 153 18 1999 68497
2 219 3 76 5 2000 39021
9 1689 3 77 18 2012 41978
14 1687 5 111 6 1997 38430
5 1091 3 56 6 1994 63503
14 1615 2 62 28 2015 29032
8 15 4 89 18 2009 44246
2 662 5 124 8 2008 42168
11 0 3 93 16 2004 129018
15 0 4 90 18 2013 21582
14 0 7 288 6 2006 69269
4 0 5 121 16 2005 98659
9 0 6 260 6 2000 49875
14 0 5 89 11 2012 35682
12 428 5 146 6 2001 44465
10 0 5 109 7 1998 80379
10 0 1 30 6 1988 91666
1 161 6 241 31 2003 95159
10 0 5 147 20 1997 77802
9 1738 2 47 6 1996 48915
15 0 6 149 6 2004 23038
15 1602 5 110 6 2005 43636
14 0 5 229 7 2012 47965
7 0 5 160 38 2004 88517
4 0 3 58 6 1994 81604
3 181 2 59 6 1998 65811
2 111 5 119 6 2001 33520
9 0 4 91 14 2009 36972
7 0 5 153 13 1996 67035
3 50 4 97 6 2004 40981
15 1636 5 160 21 2011 37500
9 1640 4 103 31 2000 19286
4 0 4 101 26 1997 82096
7 1184 5 138 26 2001 80738
2 0 2 48 6 1994 72075
6 0 3 96 8 2003 72209
1 0 3 69 7 1987 62228
3 51 4 75 6 1995 51342
11 0 2 31 7 1990 95846
11 0 4 106 21 2001 78022
13 0 5 137 25 1998 52959
1 0 4 115 34 2003 86670
8 2 5 131 13 2010 47485
1 10 4 92 5 2002 77452
14 0 5 110 6 1995 31608
4 0 3 89 7 1998 82848
4 1804 2 43 6 1989 96374
1 12 4 89 14 2004 49377
4 0 1 34 7 1988 79062
6 490 4 101 12 2008 81380
9 0 5 119 6 2003 28359
3 119 4 88 14 2009 67647
14 0 5 131 6 2003 41698
10 0 5 115 21 2000 76521
9 1721 5 89 17 2000 40245
13 0 1 35 6 1988 63977
7 0 2 58 6 1987 82234
15 1608 2 73 22 2010 36951
12 0 2 85 26 1995 94770
14 0 3 90 21 2010 45102
3 18 5 121 14 2013 57976
6 505 4 107 12 2008 76628
8 53 5 88 18 2011 34498
7 156 6 162 24 2005 91155
9 91 3 70 6 1998 41808
11 0 4 117 32 1997 76602
2 0 4 94 11 2004 67674
3 181 4 105 6 1998 56748
7 286 6 241 31 2006 103618
11 0 3 71 16 1992 88148
13 0 2 46 6 1995 63911
4 445 2 60 14 1988 76666
14 335 5 92 13 2014 62276
13 0 1 38 6 1986 69373
13 0 3 74 18 1991 60418
13 0 5 131 18 1997 69349
12 127 3 51 6 1995 69310
12 656 4 107 18 2003 59595
13 1669 3 57 6 1993 66631
5 0 5 133 8 2001 73145
4 0 3 87 34 2003 106773
10 0 4 130 32 2008 144359
14 0 3 68 11 2014 37995
6 0 3 64 19 1991 74941
12 0 3 50 6 1982 61752
2 0 5 96 8 2000 73415
8 1618 5 85 5 2009 41384
12 0 5 118 25 1998 66023
5 1569 4 95 22 2005 67546
10 999 4 101 32 2004 100890
7 0 4 137 38 2002 100693
14 99 5 87 17 2012 43954
13 0 2 53 6 1987 57976
3 1649 3 77 11 2008 53763
1 0 4 92 16 2012 78804
14 1110 6 232 6 2010 64129
14 1679 5 139 12 2005 30183
5 0 6 148 11 2003 74304
6 228 3 56 6 1990 58469
11 0 5 141 30 1998 86962
13 935 2 39 6 1991 66582
3 43 5 129 6 1999 53983
1 770 4 81 6 2000 51552
14 438 5 90 14 2012 38802
2 0 4 86 6 1998 50967
5 0 5 119 24 2008 71058
4 0 5 153 22 2012 107365
9 0 7 252 6 2008 47534
3 817 4 91 11 2008 47520
3 1649 2 77 11 2008 50128
6 1290 2 57 6 1985 61167
1 348 5 165 28 2004 84211
14 0 7 234 6 2013 63944
1 0 2 36 5 1984 45479
4 445 3 49 6 1984 77126
7 0 3 59 6 1995 66822
8 0 5 121 6 2001 36276
6 1290 1 29 5 1983 78418
9 91 3 56 6 1995 43585
2 233 4 89 6 2005 48314
5 0 4 106 14 2006 70369
10 907 2 63 7 1987 81946
13 937 3 75 24 1998 62782
11 0 4 114 24 1999 77064
12 899 2 45 6 1996 52828
14 0 7 212 6 1999 58942
10 0 2 58 13 1992 102757
8 1596 5 99 11 2006 38240
14 0 5 128 5 2005 33400
12 0 3 56 6 1995 55047
1 0 3 35 5 1982 44481
13 0 3 92 7 1999 82064
6 0 2 36 6 1982 61858
2 402 4 80 6 1994 53442
14 0 2 310 5 2000 20000
13 0 3 69 24 1990 76611
15 1608 5 114 14 2005 37449
13 843 2 44 6 1979 71557
6 1628 1 38 5 1994 54474
8 223 5 88 11 2010 42492
1 9 6 218 28 2007 100834
13 442 1 36 5 1958 51652
11 0 7 409 33 2002 100117
7 672 2 45 6 1992 70953
8 1596 4 78 6 2000 38129
5 0 4 95 6 2001 54518
12 0 3 68 22 1998 65568
1 724 3 78 24 1998 68886
9 3 4 88 11 2011 38361
12 1659 5 118 24 2007 88257
4 0 4 145 16 1997 62702
12 808 5 120 6 1998 74441
6 0 4 47 6 2003 88570
2 107 5 121 17 2003 63439
4 0 5 134 19 1997 85788
8 1618 4 72 5 2008 47605
3 698 2 43 6 1993 49176
5 1709 4 97 17 2011 59713
14 1759 5 321 4 2011 49201
1 0 4 115 13 2000 67287
2 301 3 76 14 2008 39380
11 0 4 114 25 1998 31877
14 799 3 71 6 2000 48644
5 312 4 108 13 2006 72905
4 0 4 116 14 2005 88366
2 805 3 65 6 1995 53894
2 0 5 123 5 2003 62169
13 580 1 39 6 1985 69339
14 1710 5 130 4 2007 21994
13 0 2 46 6 1995 65422
10 0 1 32 6 1987 82608
4 628 5 154 25 1992 69287
11 345 3 69 24 1990 80448
5 0 5 139 17 2003 63014
14 1615 4 82 20 2000 27787
1 183 3 65 6 2000 85761
2 55 3 56 6 1996 51318
5 245 1 40 6 1988 61020
14 799 4 71 6 2003 47183
12 0 4 109 25 1998 68117
10 0 6 188 30 2004 105831
4 0 3 64 6 1996 58378
5 0 2 42 6 2000 61787
7 0 2 31 6 1986 88495
5 0 4 94 6 2001 53916
12 34 6 139 36 2011 89375
1 0 2 51 6 2000 86872
1 73 3 65 15 2009 78153
8 1630 2 64 18 2009 47656
1 0 4 101 11 2005 73637
3 0 1 35 6 1987 49226
11 0 2 48 7 1997 80279
9 0 4 104 11 2007 53435
15 1599 2 61 8 2000 22943
4 627 3 61 6 1995 62050
12 0 2 40 6 1978 62142
5 64 4 120 33 2007 79351
13 0 4 70 6 1988 69790
4 0 3 47 7 1995 73529
14 0 5 137 17 2005 34911
1 0 3 54 6 1987 42521
14 0 4 94 6 2003 37486
8 0 9 463 6 2007 29746
15 1599 2 61 8 2000 24236
2 0 3 62 6 1994 51611
14 0 5 117 5 1998 33797
15 0 4 88 4 2006 20221
2 100 4 94 11 2003 59940
6 541 4 68 6 1991 53810
13 0 5 117 5 1973 64957
13 0 1 33 6 1985 53019
6 0 4 98 6 2000 66265
10 0 1 35 7 1993 79681
15 1731 6 200 6 2005 31647
12 0 3 58 6 1991 59523
14 0 7 317 6 2004 61438
13 0 7 94 6 2004 99734
10 0 2 41 6 1999 77034
6 1818 5 146 13 2004 81704
5 998 2 36 7 1985 71835
14 1666 4 89 11 2015 53559
12 0 6 144 18 2006 81508
15 1731 5 142 6 2005 29995
13 0 4 98 19 2000 63085
15 0 4 100 12 2012 41000
1 794 4 73 6 1995 37648
10 354 4 99 60 2001 90634
15 0 4 89 23 2010 45687
9 0 5 141 10 2011 47917
4 0 5 137 32 2001 74235
14 0 5 189 3 2000 26389
14 0 5 113 6 1996 34258
10 0 2 36 24 2005 67418
7 0 4 74 6 1981 67449
6 494 4 82 4 2000 75389
1 83 5 160 21 2006 90168
5 559 3 57 6 1994 55296
6 0 4 92 7 2001 81738
15 0 4 81 28 2000 20617
7 0 3 66 6 1986 72645
2 292 4 74 17 2000 43091
14 0 5 89 11 2012 39062
7 0 5 145 17 2001 81306
6 272 3 58 6 1989 57886
8 1062 4 94 4 2005 36597
10 0 1 38 6 1983 80263
2 691 3 66 6 1997 44886
1 0 4 89 11 2003 66292
1 406 2 45 6 1997 54311
6 0 3 65 24 2008 73048
14 0 4 92 6 2008 35644
1 663 4 121 21 2008 102796
3 215 3 67 6 1993 53715
4 0 2 55 7 1995 73993
15 284 4 81 6 2000 26878
12 34 6 184 23 2007 83860
8 1740 4 46 16 2000 43075
7 0 2 55 6 1989 65205
7 672 2 39 6 1992 67805
1 0 5 127 14 1998 56617
8 0 2 68 6 1999 36597
3 46 2 42 6 1993 54506
10 354 7 167 9 2002 88289
9 1614 2 43 13 2011 26139
1 187 4 93 8 2010 60163
9 0 9 315 1 2011 63295
15 1607 4 85 6 2000 22352
7 0 2 59 30 2005 47603
3 0 1 34 5 1981 39682
12 0 5 151 14 2007 52980
12 0 2 51 6 1995 47224
12 0 5 138 18 2000 69144
1 0 2 81 40 2001 92524
3 41 5 115 18 2008 41511
10 1646 3 68 32 1996 81336
6 0 1 30 5 1958 63106
2 173 4 63 6 1995 47177
12 0 5 114 6 2002 61949
4 1654 2 45 6 1993 56666
10 0 3 91 25 1999 85620
6 0 4 95 5 1999 72691
3 6 5 137 18 2014 58394
6 638 4 89 6 2000 72919
6 847 3 59 6 1994 50033
3 204 2 41 6 2000 53152
3 422 3 74 6 2000 51539
7 0 4 94 6 1998 55812
4 0 1 27 4 1958 69343
3 181 3 55 6 2000 67555
10 0 4 96 7 1999 82858
7 0 2 42 6 1987 70257
3 0 5 105 6 1998 53916
1 1595 4 93 12 2011 32226
4 0 4 97 17 2006 71530
2 0 4 79 6 1996 63171
3 19 3 71 6 1997 41235
15 0 4 105 5 2010 30000
6 0 1 34 7 2000 70100
7 0 3 99 31 2002 95795
5 403 4 100 18 2001 84796
12 543 3 55 6 1996 45768
12 0 5 135 24 2000 66322
13 0 2 43 18 1994 73092
15 0 2 80 9 2000 13715
4 0 3 60 5 1993 74958
7 0 5 170 17 1996 69305
10 0 2 52 7 1993 80553
11 86 4 102 24 2002 83560
14 0 5 88 18 2009 40476
3 338 2 41 6 1990 52103
8 1062 5 122 4 2005 40866
2 28 3 77 11 2010 42630
4 164 5 123 35 2011 60001
14 1292 3 79 6 1997 31371
8 792 4 120 24 2006 38333
4 1815 3 81 6 2000 59795
8 309 3 72 18 2007 31886
1 0 4 116 14 2000 70464
5 0 1 34 6 1993 57175
6 839 4 96 18 2006 78471
2 120 3 56 6 1995 49073
11 0 2 48 4 2000 82423
13 0 2 38 6 1989 65789
15 1604 3 56 18 2000 23214
15 11 4 105 6 2006 30477
3 980 5 122 14 2009 40859
15 1534 4 91 5 2004 32858
4 447 4 82 6 1994 58387
13 0 4 96 7 1998 69791
8 0 6 184 12 2000 34087
12 522 2 55 6 1995 65146
4 368 2 36 6 1987 81066
7 0 3 84 12 1996 67744
7 321 2 58 6 1995 55688
8 1315 6 178 6 2009 61797
7 1275 2 54 5 1988 68290
3 19 2 51 6 1997 48761
11 0 6 171 27 2011 99374
10 0 5 143 30 2000 79988
10 0 5 114 18 2001 100744
6 0 1 26 6 1978 79096
7 0 3 72 38 2006 89779
2 939 3 90 18 1997 62941
15 0 5 133 18 2000 42105
7 0 3 59 6 1989 65217
2 912 5 139 11 2009 68232
10 0 1 37 22 1989 91029
2 648 3 76 11 2008 40099
2 117 4 88 11 2009 47559
9 0 1 35 6 1984 36900
9 1803 4 103 20 2005 63941
10 0 3 72 29 2003 117112
5 0 2 52 6 2000 58406
11 0 2 40 3 2000 82640
12 0 2 45 6 1964 65165
6 0 4 100 18 2007 74693
1 700 3 58 6 1990 44658
4 0 2 48 6 1989 60880
5 408 5 105 6 2000 53870
10 0 4 106 7 1999 84610
11 620 5 125 38 2005 120000
3 17 3 64 6 1996 57560
3 1600 5 108 5 2001 39224
12 167 3 52 6 1996 61378
7 0 2 37 5 1988 73956
4 0 3 77 6 2005 71428
5 260 3 51 6 1985 62208
3 0 2 38 6 1992 54950
6 0 1 25 7 1992 65586
4 551 3 74 18 1989 67114
4 1667 4 115 36 2013 102816
11 0 5 120 32 2001 80337
6 752 2 52 7 1995 62761
5 0 3 58 5 1983 85309
9 378 5 126 13 2011 47251
12 0 4 100 12 2000 56000
4 0 2 47 6 1994 68306
8 636 4 85 17 2009 34502
7 1167 5 123 6 2000 72756
3 6 4 104 14 2000 51590
2 465 5 152 23 2009 91441
3 592 2 57 18 1994 50321
7 1006 3 52 6 1989 64798
5 4 4 99 35 2002 76427
8 61 4 95 11 2008 44011
5 155 4 102 22 1998 78201
7 0 2 40 6 1994 71888
4 0 5 142 8 2003 80673
12 34 5 134 31 2009 96957
1 296 11 125 16 2006 99316
14 0 6 290 6 2000 24137
2 1532 5 88 30 2012 87719
13 500 3 69 30 2014 132526
5 0 5 85 5 2000 52606
5 0 1 34 6 1986 59047
5 0 3 56 6 1994 51354
13 0 1 30 5 2000 59889
14 99 4 88 15 2012 39530
2 293 4 98 13 2005 73155
4 0 2 48 6 1995 61728
2 0 5 104 5 2001 63461
12 1659 8 138 30 2007 86830
10 1794 2 82 5 2012 61735
15 0 7 232 2 2000 34416
5 0 3 68 7 1990 61331
2 219 3 57 5 1964 35870
12 0 7 152 6 2000 41302
2 120 3 47 6 1995 49619
1 0 4 79 6 2002 73724
4 0 2 37 6 1990 78284
18 0 5 90 34 2014 20000
6 0 5 134 18 2008 92606
2 359 3 74 6 1995 59355
2 0 4 99 12 2004 70112
2 232 4 111 15 2002 47747
5 366 4 92 8 1999 64970
4 1234 3 51 6 1986 73113
11 451 2 68 22 2004 90430
13 0 3 70 30 1995 73270
13 0 3 74 18 1991 60418
2 120 3 65 6 1995 45537
4 0 4 124 17 2002 92855
9 57 5 113 6 2006 29646
12 0 5 131 25 1998 57234
10 609 4 113 26 2004 103626
11 451 2 68 22 2004 90869
12 0 3 55 6 2000 56593
2 0 4 81 6 1999 58303
1 75 5 122 5 2006 20356
4 0 3 71 24 2005 76495
7 529 5 156 16 2002 60741
5 714 2 35 6 1988 60958
14 1685 4 90 7 2009 42128
13 1123 3 64 5 1998 56250
12 0 2 47 6 1994 54237
3 833 3 66 6 1995 58174
14 0 6 272 6 2006 45811
13 1669 2 52 6 1993 64786
2 0 5 112 11 2005 74356
12 656 4 85 6 1997 60797
5 0 5 119 6 1999 54266
4 0 1 35 6 1980 84948
13 0 5 137 10 2003 68865
6 873 3 49 5 1964 66218
6 0 2 51 6 1993 62745
10 0 2 39 7 1982 81678
3 698 2 44 6 1993 56818
15 1793 2 60 16 2013 21911
3 0 2 53 8 2000 49746
13 278 5 124 39 2000 88028
14 0 8 327 6 2011 73206
8 0 5 137 11 2001 25902
1 1550 3 57 6 1994 72438
14 438 4 90 14 2012 36630
13 0 4 113 29 2011 93145
13 0 3 55 6 1989 59992
9 378 3 67 13 2007 52298
14 438 4 90 14 2012 38045
12 306 6 138 32 2011 88067
15 1604 5 65 17 2000 27679
2 138 5 138 17 1999 69414
14 425 4 95 6 1999 30802
10 0 4 110 30 2006 99709
1 557 5 96 6 2003 63638
3 0 4 102 9 2005 50820
3 0 4 100 6 1998 51694
15 1601 4 102 6 1997 24321
1 744 4 106 11 2005 58079
8 1786 5 124 5 2000 39370
14 163 3 59 6 1995 35593
15 0 3 75 5 1999 30963
6 0 4 72 6 2003 65277
10 0 4 96 9 1997 94982
3 1744 5 135 18 2000 49063
9 217 4 79 6 1997 44977
4 0 3 54 6 1994 59284
2 0 2 40 4 1993 58515
7 337 3 59 6 1986 66075
4 588 3 61 6 1996 50819
10 326 5 218 38 2012 100497
11 0 4 116 18 2001 111578
5 597 3 57 7 1988 71811
13 0 4 87 6 1998 63948
14 748 6 206 6 2009 42627
4 673 2 43 6 1983 77999
6 0 3 59 6 1996 55376
5 0 2 37 1 1973 75675
8 1682 4 91 19 2000 44877
14 0 4 89 5 2000 15031
15 0 2 46 6 1996 37449
15 1599 4 85 8 2013 23476
12 626 4 91 37 2008 96925
2 523 3 75 6 1996 59333
4 1001 3 56 6 1991 70132
2 0 3 91 11 2009 48351
15 0 8 276 6 2001 36153
1 0 4 85 6 1995 49243
11 106 2 58 29 2004 85353
4 1114 3 92 6 1990 59395
4 0 5 121 26 1995 73806
14 1710 6 153 4 2000 22853
5 0 4 100 10 1999 67925
13 1669 2 46 6 1992 57357
5 0 2 39 6 1993 60075
9 367 3 62 6 1989 32768
14 0 4 89 12 2013 36231
13 278 4 77 39 2000 100025
1 413 3 67 6 1994 48226
15 0 4 95 6 2009 15690
3 6 4 99 14 2007 49385
7 862 1 34 6 1996 55312
15 27 4 78 6 2000 32051
10 1646 3 58 7 1992 77200
6 0 3 76 6 1993 69919
14 0 1 41 17 2000 29932
12 0 7 162 6 1999 58407
7 286 6 228 32 2006 91927
1 0 4 99 16 2015 85136
9 0 3 60 12 2012 31982
2 763 3 66 6 1996 52521
15 0 5 132 5 1997 21212
4 0 6 188 24 1999 71724
1 126 3 69 6 1995 56513
3 0 3 78 13 2013 67792
3 0 4 86 6 2000 57903
1 318 3 67 6 1993 74382
8 0 5 99 6 2000 28637
14 416 3 70 6 1984 32101
4 0 4 97 6 1998 58210
5 0 4 89 22 1997 44608
10 487 5 125 33 1999 87440
2 1632 4 82 6 1994 54658
14 1666 5 88 11 2015 50899
8 182 4 83 18 2000 35731
10 0 2 47 3 1994 157994
4 0 3 66 6 2000 67822
3 1600 5 110 8 2009 49621
5 1558 1 28 6 1982 68726
13 0 4 77 7 1998 58199
15 1708 4 95 6 2004 31289
4 0 1 45 19 2003 118888
13 0 3 89 6 1999 61652
13 0 2 47 18 1995 60732
12 167 3 66 6 1994 58523
7 0 5 141 28 2000 83204
2 584 2 61 11 2006 76335
11 0 3 104 21 2001 85560
4 519 2 49 6 2000 64399
1 1011 3 65 6 2002 73540
2 0 5 113 6 2000 64556
3 191 4 75 10 2008 51403
12 626 4 92 37 2009 92051
15 1633 5 142 6 2000 21021
2 0 3 62 6 1995 49052
13 0 4 76 6 1997 62679
8 1786 4 89 5 2002 47592
9 1738 3 61 6 1996 49722
9 3 4 86 11 2013 39925
14 0 5 135 9 2005 38430
15 1606 5 134 6 1996 20769
4 915 4 77 6 2003 53541
5 307 3 58 6 1987 57705
15 324 4 79 6 1995 31633
6 0 2 34 6 1989 59583
10 1646 2 59 32 2004 79472
1 1132 4 84 6 1995 50875
5 0 2 41 6 1986 57761
8 61 4 95 11 2006 41858
13 0 5 136 6 2001 65750
6 0 4 85 7 1997 71803
10 0 4 116 26 1999 103439
9 0 5 91 18 2011 49244
6 0 5 124 7 1999 56139
3 1540 6 128 21 2012 58365
10 0 4 98 28 2004 82266
7 1371 5 149 28 2004 97211
10 0 3 83 18 2001 83732
14 1736 5 124 16 2004 33640
5 1442 3 72 6 1998 54114
5 0 2 45 7 1990 57910
7 0 4 147 19 1996 57537
12 0 5 83 17 2012 69494
4 0 4 93 18 1996 67386
7 0 2 42 18 1992 93698
10 907 2 43 7 1987 82379
6 0 2 51 6 1990 62745
12 526 2 41 6 1996 54853
1 0 5 109 6 2000 77434
13 0 3 65 6 1996 53484
3 17 3 68 6 1996 59340
2 115 3 55 6 1991 44996
5 0 4 88 22 1995 70167
11 0 5 124 7 1999 88709
4 0 3 49 6 1983 76363
10 0 4 75 27 1996 79713
5 1000 4 106 16 2006 54624
12 0 5 137 8 2001 49476
15 69 5 103 6 1997 27184
13 0 2 49 6 1981 75510
1 0 3 59 5 1993 70054
12 1175 2 45 6 1996 50627
13 0 4 104 24 2002 64108
11 0 3 61 34 2003 108459
4 0 2 39 6 1988 75271
10 1146 4 183 17 2006 90849
2 1525 4 72 7 1995 56739
4 0 2 48 24 1993 77083
8 23 5 135 14 2006 40605
15 0 3 54 18 2000 22777
12 0 4 89 21 2006 83416
8 23 4 99 14 2000 47084
15 11 4 98 6 2003 43513
8 2 5 124 11 2007 52146
6 0 3 61 6 2000 77519
10 0 2 96 29 2008 51948
9 3 4 79 11 2011 42673
3 1767 2 53 6 2007 52552
9 67 5 114 6 2007 40220
15 466 4 86 14 2009 35325
11 345 2 41 7 1987 91258
3 0 3 78 6 1997 48500
3 0 2 33 6 1990 50196
14 1687 4 88 6 1998 42754
12 626 4 95 37 2009 90402
12 34 5 144 36 2009 93743
10 1634 3 42 15 2003 115402
5 0 2 43 17 1990 85787
15 0 5 140 16 2015 42142
7 0 2 58 17 1992 58600
12 0 2 58 31 2005 70952
14 0 3 91 14 2013 37338
14 1615 4 81 28 2014 29520
13 0 2 39 6 1987 63362
3 1600 5 136 6 2004 39865
10 0 5 119 18 1999 73670
10 0 3 58 7 1988 83861
2 1668 4 100 18 2010 41874
8 14 4 95 14 2007 53085
3 844 3 51 6 1978 44350
12 355 2 43 6 1987 52451
11 0 3 67 6 1987 85938
15 0 5 95 6 1999 36333
4 492 3 59 6 1994 72002
11 0 4 124 18 2004 95505
4 0 2 49 6 2000 66937
6 925 2 45 6 1997 68614
6 0 3 66 7 2000 62930
14 310 5 137 6 1999 29112
11 0 1 39 28 2000 52910
3 0 2 51 6 1986 42643
4 0 3 60 6 1993 69192
10 683 4 122 30 2001 102555
