13	0	5	135	8	2000	73827	1000
12	0	2	54	6	1995	53045	290
12	0	2	53	6	1984	64752	345
8	0	6	176	3	2002	39405	695
2	0	4	78	6	1997	60355	475
10	1727	7	325	32	2003	76856	2500
10	0	4	93	19	1999	85260	800
9	0	4	84	6	1998	49751	420
7	0	5	120	12	2001	85229	1030
8	0	5	151	3	2010	46314	700
12	0	2	31	4	1957	142450	450
15	1601	4	83	6	1993	26410	220
15	0	5	160	5	2001	25000	400
3	644	3	66	7	1995	55647	370
3	1704	4	75	5	2005	46517	350
2	145	3	58	6	1995	44293	260
3	36	4	91	3	2005	45786	420
4	0	4	75	6	1995	78715	598
14	0	3	67	6	2000	31748	215
8	405	5	125	6	2004	30643	385
2	0	4	100	6	1999	52809	530
6	0	2	52	6	1997	70384	366
9	1707	5	181	18	2013	36387	660
3	844	3	45	5	1978	46022	210
2	359	3	75	6	1993	63232	475
8	1740	4	43	17	2009	45464	200
13	0	5	125	6	2001	71976	900
2	699	5	103	6	1997	49099	510
1	0	3	65	6	2001	71244	470
4	0	4	89	6	1995	63924	575
4	564	2	53	6	1993	66915	358
5	1089	3	73	26	1995	69102	505
4	0	2	57	6	1990	71841	410
5	0	1	30	6	1987	63086	195
5	0	1	30	6	1987	97560	300
5	4	5	121	30	2003	77983	950
8	199	7	102	6	2006	48890	500
1	247	3	62	6	1995	60557	380
7	0	4	76	6	1996	81514	620
9	217	4	78	6	1997	43681	345
4	1119	3	53	6	1989	81751	435
6	0	2	29	5	1981	76446	222
12	0	3	64	29	2010	104215	670
3	140	3	69	6	1996	35658	249
11	0	2	71	17	1989	81255	580
1	513	3	68	6	1997	50423	345
2	301	3	72	6	2008	39916	288
11	0	4	115	39	2007	140017	1620
3	0	3	53	6	2000	42425	226
1	0	4	77	6	1996	45389	350
6	0	3	65	6	1994	60130	395
8	15	4	104	14	2009	44184	460
8	1682	4	89	17	2013	44474	400
3	17	3	66	7	1995	56586	375
13	0	2	44	6	1960	66859	300
13	0	3	76	18	2006	88157	670
2	359	3	69	6	1993	67983	475
14	0	3	77	11	2013	33670	260
3	538	2	41	6	1985	47961	200
2	1285	4	68	6	1995	55604	382
8	0	5	135	12	2005	34561	470
15	1602	5	130	12	2006	38284	500
10	0	5	107	7	1995	87883	948
1	0	2	40	7	1989	63523	260
12	0	4	69	6	1997	53092	370
8	787	8	261	1	2000	47870	1250
12	0	3	87	24	1997	68563	600
5	285	5	155	36	2008	93494	1450
14	793	5	127	6	2000	31807	405
14	0	7	184	6	2000	49782	916
7	0	4	104	7	2000	74584	780
6	190	2	39	5	2000	59193	235
12	0	4	96	6	1997	51813	500
6	0	5	122	20	2000	78386	960
2	433	3	77	6	1997	57515	445
7	0	4	103	12	2000	85312	880
8	8	4	103	27	2008	43499	450
9	0	5	144	6	2005	31124	450
15	0	5	109	20	2000	52293	570
3	0	4	108	16	2000	60689	660
1	897	5	138	8	1998	57566	800
2	115	2	42	6	1991	42823	182
1	0	4	92	18	2006	73856	680
11	266	3	83	34	2003	128893	1080
13	0	6	193	23	2001	45480	880
4	0	3	72	6	1998	62043	450
8	0	7	230	6	2002	44257	1020
10	0	4	130	25	2002	65749	860
3	1704	3	75	5	2005	40935	308
2	872	5	132	12	2000	54537	720
13	0	4	97	32	2007	96744	948
6	0	4	78	6	1997	60133	470
3	267	4	85	5	2007	39664	340
9	1714	4	79	16	2014	49955	395
12	0	5	177	5	1999	55077	980
4	0	3	55	6	1984	127203	700
14	1677	5	146	4	2007	32872	480
4	0	5	131	24	1996	64609	850
10	0	3	58	5	1973	106786	620
1	0	3	62	4	1989	43290	270
14	1685	4	90	7	2000	46398	420
9	0	4	87	6	1995	29421	258
5	0	2	47	7	1989	73886	350
7	298	3	89	35	2005	100291	895
8	1598	3	80	9	2010	38101	305
8	0	7	338	6	2006	40828	1380
5	0	4	103	18	2005	59689	620
10	0	3	85	31	2004	73375	630
1	1236	3	73	6	2006	57283	420
15	27	4	94	6	1998	30671	290
15	1604	3	54	19	2000	24074	130
6	0	5	128	11	2003	70142	900
7	0	3	59	6	1995	65326	390
3	222	2	49	6	1994	47783	235
8	23	4	105	14	2007	49763	525
6	665	1	32	5	2000	80866	265
7	0	3	60	6	2000	67389	410
2	128	3	54	6	1995	55555	300
9	1597	4	42	19	2015	25411	108
8	15	4	90	14	2009	44208	400
5	1713	5	106	6	1998	60586	645
11	0	4	100	18	1995	75780	760
13	0	3	51	6	1989	61728	320
11	1115	2	81	38	1998	81194	658
3	401	4	85	6	2000	49036	420
4	564	1	33	6	1994	68656	230
12	0	5	137	6	1999	56867	780
2	1424	2	52	6	1997	51770	272
13	0	3	61	6	1995	60886	375
13	0	3	67	6	1995	62987	428
1	0	5	133	11	2003	67669	900
12	102	7	184	11	2003	81164	1500
13	0	2	38	6	1989	60036	230
15	1604	3	55	19	2000	23465	130
7	0	5	123	20	1998	68692	850
15	0	4	87	6	2000	27586	240
3	1695	1	68	16	2000	17441	120
1	0	3	51	6	1995	62989	322
4	1217	2	45	7	1997	66046	298
9	973	6	139	18	2011	56115	780
12	0	2	42	6	1990	60875	260
5	463	3	47	6	1983	60479	290
11	86	2	67	7	2004	97000	650
8	0	2	46	19	2000	32608	150
7	0	5	142	26	1996	65315	928
2	1024	3	78	6	1994	52101	409
6	0	2	50	6	1999	65000	325
7	0	4	100	24	1994	55799	560
14	163	4	66	6	1994	31990	212
8	2	6	174	4	2003	50149	875
8	1609	5	118	17	2008	52574	625
12	0	5	132	4	2000	58743	778
9	0	3	69	22	2011	48001	335
14	0	5	98	13	2014	40444	400
2	1152	3	61	6	2000	50595	310
4	0	4	102	24	1996	74255	760
14	957	7	345	6	2008	43411	1500
12	0	3	46	7	1997	88514	410
14	0	7	129	5	2001	35175	455
7	0	5	153	18	1999	68497	1050
2	219	3	76	5	2000	39021	300
9	1689	3	77	18	2012	41978	325
14	1687	5	111	6	1997	38430	430
5	1091	3	56	6	1994	63503	360
14	1615	2	62	28	2015	29032	180
8	15	4	89	18	2009	44246	398
2	662	5	124	8	2008	42168	525
11	0	3	93	16	2004	129018	1200
15	0	4	90	18	2013	21582	195
14	0	7	288	6	2006	69269	1998
4	0	5	121	16	2005	98659	1200
9	0	6	260	6	2000	49875	1300
14	0	5	89	11	2012	35682	320
12	428	5	146	6	2001	44465	650
10	0	5	109	7	1998	80379	880
10	0	1	30	6	1988	91666	275
1	161	6	241	31	2003	95159	2300
10	0	5	147	20	1997	77802	1150
9	1738	2	47	6	1996	48915	230
15	0	6	149	6	2004	23038	345
15	1602	5	110	6	2005	43636	480
14	0	5	229	7	2012	47965	1100
7	0	5	160	38	2004	88517	1420
4	0	3	58	6	1994	81604	480
3	181	2	59	6	1998	65811	390
2	111	5	119	6	2001	33520	400
9	0	4	91	14	2009	36972	340
7	0	5	153	13	1996	67035	1030
3	50	4	97	6	2004	40981	399
15	1636	5	160	21	2011	37500	600
9	1640	4	103	31	2000	19286	200
4	0	4	101	26	1997	82096	835
7	1184	5	138	26	2001	80738	1120
2	0	2	48	6	1994	72075	350
6	0	3	96	8	2003	72209	700
1	0	3	69	7	1987	62228	430
3	51	4	75	6	1995	51342	390
11	0	2	31	7	1990	95846	300
11	0	4	106	21	2001	78022	830
13	0	5	137	25	1998	52959	730
1	0	4	115	34	2003	86670	1000
8	2	5	131	13	2010	47485	625
1	10	4	92	5	2002	77452	720
14	0	5	110	6	1995	31608	350
4	0	3	89	7	1998	82848	740
4	1804	2	43	6	1989	96374	420
1	12	4	89	14	2004	49377	440
4	0	1	34	7	1988	79062	270
6	490	4	101	12	2008	81380	830
9	0	5	119	6	2003	28359	340
3	119	4	88	14	2009	67647	598
14	0	5	131	6	2003	41698	550
10	0	5	115	21	2000	76521	880
9	1721	5	89	17	2000	40245	360
13	0	1	35	6	1988	63977	230
7	0	2	58	6	1987	82234	480
15	1608	2	73	22	2010	36951	272
12	0	2	85	26	1995	94770	810
14	0	3	90	21	2010	45102	408
3	18	5	121	14	2013	57976	705
6	505	4	107	12	2008	76628	820
8	53	5	88	18	2011	34498	305
7	156	6	162	24	2005	91155	1480
9	91	3	70	6	1998	41808	295
11	0	4	117	32	1997	76602	900
2	0	4	94	11	2004	67674	640
3	181	4	105	6	1998	56748	600
7	286	6	241	31	2006	103618	2500
11	0	3	71	16	1992	88148	630
13	0	2	46	6	1995	63911	300
4	445	2	60	14	1988	76666	460
14	335	5	92	13	2014	62276	575
13	0	1	38	6	1986	69373	270
13	0	3	74	18	1991	60418	450
13	0	5	131	18	1997	69349	910
12	127	3	51	6	1995	69310	360
12	656	4	107	18	2003	59595	640
13	1669	3	57	6	1993	66631	380
5	0	5	133	8	2001	73145	980
4	0	3	87	34	2003	106773	930
10	0	4	130	32	2008	144359	1880
14	0	3	68	11	2014	37995	260
6	0	3	64	19	1991	74941	480
12	0	3	50	6	1982	61752	310
2	0	5	96	8	2000	73415	710
8	1618	5	85	5	2009	41384	355
12	0	5	118	25	1998	66023	780
5	1569	4	95	22	2005	67546	645
10	999	4	101	32	2004	100890	1020
7	0	4	137	38	2002	100693	1380
14	99	5	87	17	2012	43954	385
13	0	2	53	6	1987	57976	310
3	1649	3	77	11	2008	53763	415
1	0	4	92	16	2012	78804	725
14	1110	6	232	6	2010	64129	1488
14	1679	5	139	12	2005	30183	420
5	0	6	148	11	2003	74304	1100
6	228	3	56	6	1990	58469	330
11	0	5	141	30	1998	86962	1230
13	935	2	39	6	1991	66582	265
3	43	5	129	6	1999	53983	700
1	770	4	81	6	2000	51552	420
14	438	5	90	14	2012	38802	350
2	0	4	86	6	1998	50967	440
5	0	5	119	24	2008	71058	850
4	0	5	153	22	2012	107365	1650
9	0	7	252	6	2008	47534	1200
3	817	4	91	11	2008	47520	435
3	1649	2	77	11	2008	50128	390
6	1290	2	57	6	1985	61167	350
1	348	5	165	28	2004	84211	1390
14	0	7	234	6	2013	63944	1500
1	0	2	36	5	1984	45479	168
4	445	3	49	6	1984	77126	380
7	0	3	59	6	1995	66822	400
8	0	5	121	6	2001	36276	440
6	1290	1	29	5	1983	78418	230
9	91	3	56	6	1995	43585	248
2	233	4	89	6	2005	48314	430
5	0	4	106	14	2006	70369	750
10	907	2	63	7	1987	81946	522
13	937	3	75	24	1998	62782	472
11	0	4	114	24	1999	77064	880
12	899	2	45	6	1996	52828	240
14	0	7	212	6	1999	58942	1250
10	0	2	58	13	1992	102757	600
8	1596	5	99	11	2006	38240	380
14	0	5	128	5	2005	33400	428
12	0	3	56	6	1995	55047	313
1	0	3	35	5	1982	44481	160
13	0	3	92	7	1999	82064	760
6	0	2	36	6	1982	61858	223
2	402	4	80	6	1994	53442	430
14	0	2	310	5	2000	20000	620
13	0	3	69	24	1990	76611	530
15	1608	5	114	14	2005	37449	430
13	843	2	44	6	1979	71557	316
6	1628	1	38	5	1994	54474	210
8	223	5	88	11	2010	42492	375
1	9	6	218	28	2007	100834	2200
13	442	1	36	5	1958	51652	186
11	0	7	409	33	2002	100117	4100
7	672	2	45	6	1992	70953	320
8	1596	4	78	6	2000	38129	300
5	0	4	95	6	2001	54518	520
12	0	3	68	22	1998	65568	450
1	724	3	78	24	1998	68886	538
9	3	4	88	11	2011	38361	340
12	1659	5	118	24	2007	88257	1050
4	0	4	145	16	1997	62702	910
12	808	5	120	6	1998	74441	900
6	0	4	47	6	2003	88570	420
2	107	5	121	17	2003	63439	768
4	0	5	134	19	1997	85788	1150
8	1618	4	72	5	2008	47605	345
3	698	2	43	6	1993	49176	215
5	1709	4	97	17	2011	59713	580
14	1759	5	321	4	2011	49201	1580
1	0	4	115	13	2000	67287	780
2	301	3	76	14	2008	39380	300
11	0	4	114	25	1998	31877	365
14	799	3	71	6	2000	48644	350
5	312	4	108	13	2006	72905	790
4	0	4	116	14	2005	88366	1030
2	805	3	65	6	1995	53894	355
2	0	5	123	5	2003	62169	765
13	580	1	39	6	1985	69339	275
14	1710	5	130	4	2007	21994	286
13	0	2	46	6	1995	65422	305
10	0	1	32	6	1987	82608	266
4	628	5	154	25	1992	69287	1070
11	345	3	69	24	1990	80448	560
5	0	5	139	17	2003	63014	880
14	1615	4	82	20	2000	27787	229
1	183	3	65	6	2000	85761	565
2	55	3	56	6	1996	51318	290
5	245	1	40	6	1988	61020	250
14	799	4	71	6	2003	47183	335
12	0	4	109	25	1998	68117	745
10	0	6	188	30	2004	105831	2000
4	0	3	64	6	1996	58378	378
5	0	2	42	6	2000	61787	260
7	0	2	31	6	1986	88495	280
5	0	4	94	6	2001	53916	510
12	34	6	139	36	2011	89375	1250
1	0	2	51	6	2000	86872	450
1	73	3	65	15	2009	78153	508
8	1630	2	64	18	2009	47656	305
1	0	4	101	11	2005	73637	750
3	0	1	35	6	1987	49226	175
11	0	2	48	7	1997	80279	390
9	0	4	104	11	2007	53435	560
15	1599	2	61	8	2000	22943	142
4	627	3	61	6	1995	62050	380
12	0	2	40	6	1978	62142	250
5	64	4	120	33	2007	79351	955
13	0	4	70	6	1988	69790	490
4	0	3	47	7	1995	73529	350
14	0	5	137	17	2005	34911	480
1	0	3	54	6	1987	42521	230
14	0	4	94	6	2003	37486	355
8	0	9	463	6	2007	29746	1380
15	1599	2	61	8	2000	24236	150
2	0	3	62	6	1994	51611	325
14	0	5	117	5	1998	33797	398
15	0	4	88	4	2006	20221	179
2	100	4	94	11	2003	59940	565
6	541	4	68	6	1991	53810	370
13	0	5	117	5	1973	64957	760
13	0	1	33	6	1985	53019	180
6	0	4	98	6	2000	66265	650
10	0	1	35	7	1993	79681	280
15	1731	6	200	6	2005	31647	635
12	0	3	58	6	1991	59523	350
14	0	7	317	6	2004	61438	1950
13	0	7	94	6	2004	99734	940
10	0	2	41	6	1999	77034	320
6	1818	5	146	13	2004	81704	1200
5	998	2	36	7	1985	71835	265
14	1666	4	89	11	2015	53559	480
12	0	6	144	18	2006	81508	1180
15	1731	5	142	6	2005	29995	426
13	0	4	98	19	2000	63085	620
15	0	4	100	12	2012	41000	410
1	794	4	73	6	1995	37648	276
10	354	4	99	60	2001	90634	899
15	0	4	89	23	2010	45687	410
9	0	5	141	10	2011	47917	680
4	0	5	137	32	2001	74235	1020
14	0	5	189	3	2000	26389	500
14	0	5	113	6	1996	34258	390
10	0	2	36	24	2005	67418	245
7	0	4	74	6	1981	67449	500
6	494	4	82	4	2000	75389	620
1	83	5	160	21	2006	90168	1450
5	559	3	57	6	1994	55296	320
6	0	4	92	7	2001	81738	760
15	0	4	81	28	2000	20617	167
7	0	3	66	6	1986	72645	486
2	292	4	74	17	2000	43091	320
14	0	5	89	11	2012	39062	350
7	0	5	145	17	2001	81306	1180
6	272	3	58	6	1989	57886	338
8	1062	4	94	4	2005	36597	345
10	0	1	38	6	1983	80263	305
2	691	3	66	6	1997	44886	298
1	0	4	89	11	2003	66292	590
1	406	2	45	6	1997	54311	245
6	0	3	65	24	2008	73048	480
14	0	4	92	6	2008	35644	330
1	663	4	121	21	2008	102796	1250
3	215	3	67	6	1993	53715	360
4	0	2	55	7	1995	73993	410
15	284	4	81	6	2000	26878	220
12	34	6	184	23	2007	83860	1550
8	1740	4	46	16	2000	43075	200
7	0	2	55	6	1989	65205	360
7	672	2	39	6	1992	67805	266
1	0	5	127	14	1998	56617	720
8	0	2	68	6	1999	36597	250
3	46	2	42	6	1993	54506	231
10	354	7	167	9	2002	88289	1480
9	1614	2	43	13	2011	26139	113
1	187	4	93	8	2010	60163	560
9	0	9	315	1	2011	63295	2000
15	1607	4	85	6	2000	22352	190
7	0	2	59	30	2005	47603	285
3	0	1	34	5	1981	39682	135
12	0	5	151	14	2007	52980	800
12	0	2	51	6	1995	47224	245
12	0	5	138	18	2000	69144	960
1	0	2	81	40	2001	92524	750
3	41	5	115	18	2008	41511	480
10	1646	3	68	32	1996	81336	560
6	0	1	30	5	1958	63106	195
2	173	4	63	6	1995	47177	300
12	0	5	114	6	2002	61949	710
4	1654	2	45	6	1993	56666	255
10	0	3	91	25	1999	85620	780
6	0	4	95	5	1999	72691	695
3	6	5	137	18	2014	58394	800
6	638	4	89	6	2000	72919	650
6	847	3	59	6	1994	50033	299
3	204	2	41	6	2000	53152	220
3	422	3	74	6	2000	51539	385
7	0	4	94	6	1998	55812	530
4	0	1	27	4	1958	69343	190
3	181	3	55	6	2000	67555	375
10	0	4	96	7	1999	82858	800
7	0	2	42	6	1987	70257	300
3	0	5	105	6	1998	53916	570
1	1595	4	93	12	2011	32226	300
4	0	4	97	17	2006	71530	700
2	0	4	79	6	1996	63171	500
3	19	3	71	6	1997	41235	295
15	0	4	105	5	2010	30000	315
6	0	1	34	7	2000	70100	245
7	0	3	99	31	2002	95795	950
5	403	4	100	18	2001	84796	850
12	543	3	55	6	1996	45768	252
12	0	5	135	24	2000	66322	898
13	0	2	43	18	1994	73092	320
15	0	2	80	9	2000	13715	110
4	0	3	60	5	1993	74958	455
7	0	5	170	17	1996	69305	1180
10	0	2	52	7	1993	80553	425
11	86	4	102	24	2002	83560	860
14	0	5	88	18	2009	40476	360
3	338	2	41	6	1990	52103	218
8	1062	5	122	4	2005	40866	500
2	28	3	77	11	2010	42630	330
4	164	5	123	35	2011	60001	740
14	1292	3	79	6	1997	31371	250
8	792	4	120	24	2006	38333	460
4	1815	3	81	6	2000	59795	485
8	309	3	72	18	2007	31886	230
1	0	4	116	14	2000	70464	820
5	0	1	34	6	1993	57175	200
6	839	4	96	18	2006	78471	760
2	120	3	56	6	1995	49073	278
11	0	2	48	4	2000	82423	400
13	0	2	38	6	1989	65789	250
15	1604	3	56	18	2000	23214	130
15	11	4	105	6	2006	30477	323
3	980	5	122	14	2009	40859	500
15	1534	4	91	5	2004	32858	300
4	447	4	82	6	1994	58387	480
13	0	4	96	7	1998	69791	670
8	0	6	184	12	2000	34087	630
12	522	2	55	6	1995	65146	360
4	368	2	36	6	1987	81066	295
7	0	3	84	12	1996	67744	570
7	321	2	58	6	1995	55688	325
8	1315	6	178	6	2009	61797	1100
7	1275	2	54	5	1988	68290	370
3	19	2	51	6	1997	48761	250
11	0	6	171	27	2011	99374	1700
10	0	5	143	30	2000	79988	1150
10	0	5	114	18	2001	100744	1150
6	0	1	26	6	1978	79096	210
7	0	3	72	38	2006	89779	650
2	939	3	90	18	1997	62941	570
15	0	5	133	18	2000	42105	560
7	0	3	59	6	1989	65217	390
2	912	5	139	11	2009	68232	950
10	0	1	37	22	1989	91029	345
2	648	3	76	11	2008	40099	306
2	117	4	88	11	2009	47559	420
9	0	1	35	6	1984	36900	130
9	1803	4	103	20	2005	63941	660
10	0	3	72	29	2003	117112	850
5	0	2	52	6	2000	58406	305
11	0	2	40	3	2000	82640	338
12	0	2	45	6	1964	65165	298
6	0	4	100	18	2007	74693	750
1	700	3	58	6	1990	44658	260
4	0	2	48	6	1989	60880	296
5	408	5	105	6	2000	53870	570
10	0	4	106	7	1999	84610	900
11	620	5	125	38	2005	120000	1500
3	17	3	64	6	1996	57560	370
3	1600	5	108	5	2001	39224	425
12	167	3	52	6	1996	61378	325
7	0	2	37	5	1988	73956	280
4	0	3	77	6	2005	71428	550
5	260	3	51	6	1985	62208	320
3	0	2	38	6	1992	54950	212
6	0	1	25	7	1992	65586	170
4	551	3	74	18	1989	67114	500
4	1667	4	115	36	2013	102816	1190
11	0	5	120	32	2001	80337	970
6	752	2	52	7	1995	62761	330
5	0	3	58	5	1983	85309	500
9	378	5	126	13	2011	47251	600
12	0	4	100	12	2000	56000	560
4	0	2	47	6	1994	68306	325
8	636	4	85	17	2009	34502	295
7	1167	5	123	6	2000	72756	900
3	6	4	104	14	2000	51590	540
2	465	5	152	23	2009	91441	1390
3	592	2	57	18	1994	50321	290
7	1006	3	52	6	1989	64798	340
5	4	4	99	35	2002	76427	760
8	61	4	95	11	2008	44011	420
5	155	4	102	22	1998	78201	800
7	0	2	40	6	1994	71888	290
4	0	5	142	8	2003	80673	1150
12	34	5	134	31	2009	96957	1300
1	296	11	125	16	2006	99316	1250
14	0	6	290	6	2000	24137	700
2	1532	5	88	30	2012	87719	780
13	500	3	69	30	2014	132526	920
5	0	5	85	5	2000	52606	450
5	0	1	34	6	1986	59047	202
5	0	3	56	6	1994	51354	290
13	0	1	30	5	2000	59889	185
14	99	4	88	15	2012	39530	350
2	293	4	98	13	2005	73155	720
4	0	2	48	6	1995	61728	300
2	0	5	104	5	2001	63461	660
12	1659	8	138	30	2007	86830	1200
10	1794	2	82	5	2012	61735	510
15	0	7	232	2	2000	34416	800
5	0	3	68	7	1990	61331	420
2	219	3	57	5	1964	35870	205
12	0	7	152	6	2000	41302	628
2	120	3	47	6	1995	49619	235
1	0	4	79	6	2002	73724	585
4	0	2	37	6	1990	78284	292
18	0	5	90	34	2014	20000	180
6	0	5	134	18	2008	92606	1250
2	359	3	74	6	1995	59355	440
2	0	4	99	12	2004	70112	700
2	232	4	111	15	2002	47747	530
5	366	4	92	8	1999	64970	600
4	1234	3	51	6	1986	73113	375
11	451	2	68	22	2004	90430	618
13	0	3	70	30	1995	73270	520
13	0	3	74	18	1991	60418	450
2	120	3	65	6	1995	45537	298
4	0	4	124	17	2002	92855	1158
9	57	5	113	6	2006	29646	335
12	0	5	131	25	1998	57234	750
10	609	4	113	26	2004	103626	1180
11	451	2	68	22	2004	90869	621
12	0	3	55	6	2000	56593	315
2	0	4	81	6	1999	58303	475
1	75	5	122	5	2006	20356	250
4	0	3	71	24	2005	76495	550
7	529	5	156	16	2002	60741	950
5	714	2	35	6	1988	60958	215
14	1685	4	90	7	2009	42128	380
13	1123	3	64	5	1998	56250	360
12	0	2	47	6	1994	54237	256
3	833	3	66	6	1995	58174	385
14	0	6	272	6	2006	45811	1250
13	1669	2	52	6	1993	64786	340
2	0	5	112	11	2005	74356	840
12	656	4	85	6	1997	60797	520
5	0	5	119	6	1999	54266	650
4	0	1	35	6	1980	84948	298
13	0	5	137	10	2003	68865	950
6	873	3	49	5	1964	66218	325
6	0	2	51	6	1993	62745	320
10	0	2	39	7	1982	81678	325
3	698	2	44	6	1993	56818	250
15	1793	2	60	16	2013	21911	133
3	0	2	53	8	2000	49746	265
13	278	5	124	39	2000	88028	1100
14	0	8	327	6	2011	73206	2400
8	0	5	137	11	2001	25902	355
1	1550	3	57	6	1994	72438	420
14	438	4	90	14	2012	36630	330
13	0	4	113	29	2011	93145	1060
13	0	3	55	6	1989	59992	335
9	378	3	67	13	2007	52298	355
14	438	4	90	14	2012	38045	345
12	306	6	138	32	2011	88067	1220
15	1604	5	65	17	2000	27679	180
2	138	5	138	17	1999	69414	960
14	425	4	95	6	1999	30802	295
10	0	4	110	30	2006	99709	1100
1	557	5	96	6	2003	63638	615
3	0	4	102	9	2005	50820	520
3	0	4	100	6	1998	51694	520
15	1601	4	102	6	1997	24321	250
1	744	4	106	11	2005	58079	620
8	1786	5	124	5	2000	39370	490
14	163	3	59	6	1995	35593	210
15	0	3	75	5	1999	30963	233
6	0	4	72	6	2003	65277	470
10	0	4	96	9	1997	94982	920
3	1744	5	135	18	2000	49063	665
9	217	4	79	6	1997	44977	356
4	0	3	54	6	1994	59284	325
2	0	2	40	4	1993	58515	235
7	337	3	59	6	1986	66075	395
4	588	3	61	6	1996	50819	310
10	326	5	218	38	2012	100497	2200
11	0	4	116	18	2001	111578	1300
5	597	3	57	7	1988	71811	415
13	0	4	87	6	1998	63948	560
14	748	6	206	6	2009	42627	880
4	673	2	43	6	1983	77999	340
6	0	3	59	6	1996	55376	327
5	0	2	37	1	1973	75675	280
8	1682	4	91	19	2000	44877	410
14	0	4	89	5	2000	15031	135
15	0	2	46	6	1996	37449	175
15	1599	4	85	8	2013	23476	200
12	626	4	91	37	2008	96925	886
2	523	3	75	6	1996	59333	445
4	1001	3	56	6	1991	70132	398
2	0	3	91	11	2009	48351	440
15	0	8	276	6	2001	36153	1000
1	0	4	85	6	1995	49243	423
11	106	2	58	29	2004	85353	500
4	1114	3	92	6	1990	59395	550
4	0	5	121	26	1995	73806	900
14	1710	6	153	4	2000	22853	350
5	0	4	100	10	1999	67925	680
13	1669	2	46	6	1992	57357	267
5	0	2	39	6	1993	60075	240
9	367	3	62	6	1989	32768	205
14	0	4	89	12	2013	36231	325
13	278	4	77	39	2000	100025	780
1	413	3	67	6	1994	48226	325
15	0	4	95	6	2009	15690	150
3	6	4	99	14	2007	49385	490
7	862	1	34	6	1996	55312	190
15	27	4	78	6	2000	32051	250
10	1646	3	58	7	1992	77200	450
6	0	3	76	6	1993	69919	536
14	0	1	41	17	2000	29932	125
12	0	7	162	6	1999	58407	950
7	286	6	228	32	2006	91927	2100
1	0	4	99	16	2015	85136	850
9	0	3	60	12	2012	31982	195
2	763	3	66	6	1996	52521	350
15	0	5	132	5	1997	21212	280
4	0	6	188	24	1999	71724	1350
1	126	3	69	6	1995	56513	390
3	0	3	78	13	2013	67792	530
3	0	4	86	6	2000	57903	500
1	318	3	67	6	1993	74382	500
8	0	5	99	6	2000	28637	285
14	416	3	70	6	1984	32101	225
4	0	4	97	6	1998	58210	570
5	0	4	89	22	1997	44608	400
10	487	5	125	33	1999	87440	1100
2	1632	4	82	6	1994	54658	450
14	1666	5	88	11	2015	50899	450
8	182	4	83	18	2000	35731	300
10	0	2	47	3	1994	157994	750
4	0	3	66	6	2000	67822	450
3	1600	5	110	8	2009	49621	550
5	1558	1	28	6	1982	68726	198
13	0	4	77	7	1998	58199	450
15	1708	4	95	6	2004	31289	300
4	0	1	45	19	2003	118888	535
13	0	3	89	6	1999	61652	550
13	0	2	47	18	1995	60732	290
12	167	3	66	6	1994	58523	390
7	0	5	141	28	2000	83204	1180
2	584	2	61	11	2006	76335	470
11	0	3	104	21	2001	85560	890
4	519	2	49	6	2000	64399	320
1	1011	3	65	6	2002	73540	485
2	0	5	113	6	2000	64556	730
3	191	4	75	10	2008	51403	390
12	626	4	92	37	2009	92051	850
